"dog_id","dog_id_cohort","cohort","elab_id","run_order","prep_batch","run","DOC","DOB","age","weight_at_DOC","lifestage_at_DOC","size_at_DOC","sex","sterilization_status","pure_or_mixed","breed_1","breed_2","graded_hemolysis","elapse_DOC_LOG","serum_temp","hours_fasting","Division","state","st_zip","complete_survey_pull","diet_survey","comprehensive_diet_complete","DRdiet_survey","BCS","SampleID","SampleName","elab_idX"
73074,"73074_precision_1_arm_1","Precision 1",17142104,154,11,3,"2022-05-02","2019-08-14",2.71223513328776,25.85476509,"Young","Standard",0,0,2,18,82,0,20.7022222222222,18.5,15,"Division 9: Pacific","WA",98112,"FUP1","FUP1 diet","FUP2","FUP1",5,"X154","73074_","X17142104"
73212,"73212_precision_1_arm_1","Precision 1",16319335,51,9,3,"2022-02-28","2017-08-07",4.55513784461153,26.30835746,"Mature","Standard",0,1,2,114,120,0,24.6175,12.8,12,"Division 9: Pacific","WA",98144,"FUP1","FUP1 diet","FUP2","FUP1",5,"X51","73212_","X16319335"
73237,"73237_precision_1_arm_1","Precision 1",17719769,182,12,3,"2022-06-07","2019-01-13",3.39291410344042,52.61671492,"Young","Giant",1,1,1,124,NA,0,25.1075,22.9,12,"Division 8: Mountain","AZ",85331,"FUP1","FUP1 diet","FUP2","HLES",5,"X182","73237_","X17719769"
73313,"73313_precision_1_arm_1","Precision 1",20840287,92,24,5,"2023-01-16","2019-09-27",3.30018227386648,18.642646407,"Mature","Medium",1,0,1,66,NA,1,25.2611111111111,13.1,12,"Division 7: West South Central","TX",77024,"FUP2","FUP2 comp","FUP2","FUP2",6,"X92","73313_","X20840287"
73365,"73365_precision_1_arm_1","Precision 1",16150474,154,7,2,"2022-02-10","2011-08-22",10.4580770107086,10.88621688,"Mature","Medium",0,1,2,74,210,0,96.2816666666667,18.1,17,"Division 5: South Atlantic","NC",28374,"FUP1","FUP1 diet","FUP2","FUP1",5,"X154","73365_","X16150474"
73399,"73399_precision_1_arm_1","Precision 1",19419825,270,20,4,"2022-10-20","2018-07-08",4.27887901572112,9.344002822,"Mature","Toy",1,1,2,120,195,0,24.3108333333333,15,12,"Division 2: Middle Atlantic","NY",14127,"FUP2","FUP2 comp","FUP2","FUP2",5,"X270","73399_","X19419825"
73570,"73570_precision_1_arm_1","Precision 1",16319404,54,9,3,"2022-02-28","2012-06-15",9.69252677147414,6.577089365,"Mature","Toy",0,1,2,74,195,2,24.9352777777778,15.1,16,"Division 8: Mountain","UT",84775,"FUP1","FUP1 diet","FUP2","FUP1",NA,"X54","73570_","X16319404"
73723,"73723_precision_1_arm_1","Precision 1",16270699,36,8,3,"2022-02-23","2013-09-04",8.45944406470722,38.55535145,"Mature","Large",1,1,2,11,61,0,29.92,11.6,16,"Division 5: South Atlantic","GA",30650,"FUP1","FUP1 diet","FUP2","FUP1",NA,"X36","73723_","X16270699"
73745,"73745_precision_1_arm_1","Precision 1",17727956,224,13,3,"2022-06-08","2011-06-01",11.0047846889952,17.69010243,"Mature","Medium",1,1,2,51,12,0,24.9936111111111,23.4,12,"Division 5: South Atlantic","VA",22205,"FUP1","FUP1 diet","FUP2","FUP1",5,"X224","73745_","X17727956"
73783,"73783_precision_1_arm_1","Precision 1",20383790,57,23,5,"2022-12-14","2014-10-15",8.15322396901344,20.139501228,"Mature","Standard",0,1,2,12,51,1,19.2052777777778,10.6,2,"Division 8: Mountain","CO",80015,"FUP2","FUP2 comp","FUP2","FUP2",5,"X57","73783_","X20383790"
73796,"73796_precision_1_arm_1","Precision 1",15297157,14,4,2,"2021-11-22","2014-02-05",7.78400546821599,4.5359237,"Mature","Toy",1,1,1,74,NA,1,30.0180555555556,17.7,12,"Division 3: East North Central","IN",46805,"FUP1","FUP1 diet","FUP2","FUP1",6,"X14","73796_","X15297157"
73798,"73798_precision_1_arm_1","Precision 1",21123841,115,24,5,"2023-01-30","2019-09-06",3.39587605377079,8.663614267,"Mature","Toy",0,1,2,74,141,2,29.2575,11.4,13,"Division 5: South Atlantic","DE",19808,"FUP2","FUP2 comp","FUP2","FUP1",5,"X115","73798_","X21123841"
73828,"73828_precision_1_arm_1","Precision 1",18376712,102,16,4,"2022-07-28","2019-07-05",3.05946684894053,4.98951607,"Young","Toy",0,1,1,87,NA,2,30.4769444444444,23.1,12,"Division 3: East North Central","IN",46237,"FUP1","FUP1 diet","FUP2","FUP1",5,"X102","73828_","X18376712"
73860,"73860_precision_1_arm_1","Precision 1",20345021,65,23,5,"2022-12-12","2019-06-15",3.48883572567783,43.09127515,"Mature","Large",1,1,1,114,NA,0,25.5141666666667,14.7,14,"Division 5: South Atlantic","GA",30066,"FUP2","FUP2 comp","FUP2","FUP2",7,"X65","73860_","X20345021"
74429,"74429_precision_1_arm_1","Precision 1",17981603,9,14,4,"2022-06-29","2018-02-24",4.33618136249715,34.01942775,"Mature","Large",0,1,2,120,195,0,24.8827777777778,22.3,12,"Division 4: West North Central","NE",68061,"FUP1","FUP1 diet","FUP2","FUP1",7,"X9","74429_","X17981603"
74987,"74987_precision_1_arm_1","Precision 1",18726455,146,17,4,"2022-08-24","2018-12-10",3.6991341991342,30.934999634,"Young","Large",0,0,1,120,NA,0,28.9022222222222,15.6,14,"Division 5: South Atlantic","NC",28025,"FUP1","FUP1 diet","FUP2","FUP1",5,"X146","74987_","X18726455"
75300,"75300_precision_1_arm_1","Precision 1",15896113,42,5,2,"2022-01-20","2016-01-22",5.9876965140123,27.2155422,"Mature","Standard",1,1,2,11,153,0,26.0955555555556,14.4,13,"Division 9: Pacific","OR",97330,"FUP1","FUP1 diet","FUP2","FUP1",5,"X42","75300_","X15896113"
75482,"75482_precision_1_arm_1","Precision 1",18367526,112,16,4,"2022-07-27","2018-03-30",4.31989063568011,33.56583538,"Mature","Large",1,1,1,120,NA,0,25.2280555555556,20.7,15,"Division 5: South Atlantic","VA",24091,"FUP1","FUP1 diet","FUP2","FUP1",5,"X112","75482_","X18367526"
75945,"75945_precision_1_arm_1","Precision 1",16976783,152,11,3,"2022-04-20","2017-05-25",4.89678742310321,7.937866475,"Mature","Toy",0,1,1,195,NA,0,29.0055555555556,21.6,14,"Division 3: East North Central","OH",45506,"FUP1","FUP1 diet","FUP2","FUP1",NA,"X152","75945_","X16976783"
76104,"76104_precision_1_arm_1","Precision 1",20373527,71,23,5,"2022-12-13","2018-10-09",4.1723627249943,17.962257852,"Mature","Medium",1,1,1,148,NA,0,27.8858333333333,14,16,"Division 3: East North Central","IN",46074,"FUP2","FUP2 comp","FUP2","FUP2",5,"X71","76104_","X20373527"
76109,"76109_precision_1_arm_1","Precision 1",15860455,75,5,2,"2022-01-19","2017-06-09",4.60708589655958,70.30681735,"Mature","Giant",0,1,1,173,NA,0,27.6694444444444,14.3,12,"Division 8: Mountain","MT",59101,"FUP1","FUP1 diet","FUP2","FUP1",NA,"X75","76109_","X15860455"
76164,"76164_precision_1_arm_1","Precision 1",16970567,117,10,3,"2022-04-20","2017-09-14",4.59056732740943,65.77089365,"Mature","Giant",0,1,1,124,NA,0,29.8102777777778,19.6,13,"Division 5: South Atlantic","VA",22203,"FUP1","FUP1 diet","FUP2","FUP1",9,"X117","76164_","X16970567"
76254,"76254_precision_1_arm_1","Precision 1",18380588,113,16,4,"2022-07-28","2018-03-22",4.3444976076555,19.95806428,"Young","Medium",0,1,2,115,114,0,27.6113888888889,21.9,14,"Division 1: New England","ME",4038,"HLES","HLES diet","FUP2","HLES",5,"X113","76254_","X18380588"
76301,"76301_precision_1_arm_1","Precision 1",19560842,38,22,5,"2022-10-27","2011-12-11",10.8624971519708,32.885446825,"Senior","Large",0,1,2,114,230,1,89.9827777777778,20.6,12,"Division 2: Middle Atlantic","PA",15238,"FUP2","FUP2 comp","FUP2","FUP2",6,"X38","76301_","X19560842"
76327,"76327_precision_1_arm_1","Precision 1",16873130,116,10,3,"2022-04-11","2018-01-30",4.18853953064479,35.83379723,"Mature","Large",1,0,1,136,NA,0,27.1344444444444,18.1,3,"Division 7: West South Central","TX",79605,"FUP1","FUP1 diet","FUP2","FUP1",NA,"X116","76327_","X16873130"
76402,"76402_precision_1_arm_1","Precision 1",16330150,25,8,3,"2022-03-01","2012-10-27",9.32889040783778,19.50447191,"Mature","Medium",1,1,2,228,27,0,25.3911111111111,13.6,15,"Division 5: South Atlantic","SC",29588,"FUP1","FUP1 diet","FUP2","FUP1",NA,"X25","76402_","X16330150"
76578,"76578_precision_1_arm_1","Precision 1",16514794,158,7,2,"2022-03-16","2019-06-11",2.75871496924128,31.29787353,"Young","Large",0,1,1,114,NA,2,24.4505555555556,12.3,18,"Division 3: East North Central","IL",61531,"FUP1","FUP1 diet","FUP2","FUP1",NA,"X158","76578_","X16514794"
76610,"76610_precision_1_arm_1","Precision 1",16394263,23,8,3,"2022-03-07","2018-01-13",4.13943950786056,33.11224301,"Mature","Large",1,1,1,43,NA,0,51.5258333333333,16.5,15,"Division 1: New England","CT",6249,"FUP1","FUP1 diet","FUP2","FUP1",5,"X23","76610_","X16394263"
76628,"76628_precision_1_arm_1","Precision 1",17600030,174,12,3,"2022-05-31","2016-10-05",5.6431989063568,3.62873896,"Mature","Toy",1,0,1,258,NA,0,22.4877777777778,19.9,15,"Division 8: Mountain","AZ",83737,"FUP1","FUP1 diet","FUP2","FUP1",5,"X174","76628_","X17600030"
76704,"76704_precision_1_arm_1","Precision 1",17731673,221,13,3,"2022-06-08","2019-02-24",3.28081567555252,12.791304834,"Young","Medium",1,1,1,110,NA,0,21.7941666666667,15,17,"Division 3: East North Central","IL",60442,"HLES","HLES diet",NA,"HLES",5,"X221","76704_","X17731673"
76756,"76756_precision_1_arm_1","Precision 1",16802867,52,9,3,"2022-04-05","2019-02-15",3.13043973570289,19.05087954,"Young","Medium",0,1,2,153,195,1,19.5025,15.6,18,"Division 9: Pacific","WA",98512,"FUP1","FUP1 diet","FUP2","FUP1",NA,"X52","76756_","X16802867"
76780,"76780_precision_1_arm_1","Precision 1",17701538,178,12,3,"2022-06-06","2019-04-01",3.17703349282297,27.2155422,"Young","Standard",1,1,2,18,195,0,27.6969444444444,18.7,15,"Division 3: East North Central","OH",45040,"FUP1","FUP1 diet","FUP2","FUP1",5,"X178","76780_","X17701538"
76868,"76868_precision_1_arm_1","Precision 1",16759156,56,9,3,"2022-03-31","2015-01-15",7.19605832763727,9.434721296,"Mature","Toy",0,1,2,245,141,0,23.8283333333333,14.5,16,"Division 8: Mountain","CO",80543,"FUP1","HLES diet",NA,"HLES",4,"X56","76868_","X16759156"
77375,"77375_precision_1_arm_1","Precision 1",16163950,134,7,2,"2022-02-14","2019-09-06",2.43893825472773,20.41165665,"Young","Standard",1,1,2,82,16,1,27.5902777777778,13.6,12,"Division 9: Pacific","WA",98663,"FUP1","FUP1 diet","FUP3","FUP1",NA,"X134","77375_","X16163950"
77591,"77591_precision_1_arm_1","Precision 1",16811462,57,9,3,"2022-04-06","2016-02-11",6.14069264069264,30.84428116,"Mature","Large",0,1,1,153,NA,0,25.5622222222222,16.9,15,"Division 9: Pacific","WA",98144,"FUP1","FUP1 diet","FUP2","FUP1",NA,"X57","77591_","X16811462"
77668,"77668_precision_1_arm_1","Precision 1",17081144,155,11,3,"2022-04-27","2016-04-07",6.04511278195489,5.89670081,"Mature","Toy",0,1,2,141,999,0,24.6675,18.4,15,"Division 3: East North Central","IL",60558,"FUP1","FUP1 diet","FUP2","FUP1",5,"X155","77668_","X17081144"
77930,"77930_precision_1_arm_1","Precision 1",15530152,46,5,2,"2021-12-14","2015-11-10",6.08612440191388,29.48350405,"Mature","Large",1,1,1,153,NA,2,25.9836111111111,15.5,8,"Division 5: South Atlantic","NC",28036,"FUP1","FUP1 diet","FUP3","FUP1",NA,"X46","77930_","X15530152"
77987,"77987_precision_1_arm_1","Precision 1",19613207,18,22,5,"2022-11-02","2013-07-15",9.28776486671224,25.310454246,"Mature","Large",0,1,1,153,NA,0,22.6811111111111,18.7,12,"Division 9: Pacific","CA",92103,"FUP2","FUP2 comp","FUP2","FUP2",6,"X18","77987_","X19613207"
78273,"78273_precision_1_arm_1","Precision 1",16052578,112,6,2,"2022-02-03","2019-06-12",2.64399635452267,72.5747792,"Young","Giant",1,1,1,123,NA,0,96.8497222222222,15.4,16,"Division 5: South Atlantic","VA",22903,"FUP1","FUP1 diet",NA,"FUP1",5,"X112","78273_","X16052578"
78481,"78481_precision_1_arm_1","Precision 1",16934129,108,10,3,"2022-04-18","2020-07-07",1.77717019822283,8.16466266,"Young","Toy",1,1,1,141,NA,0,25.5425,10.9,12,"Division 2: Middle Atlantic","NJ",7882,"HLES","HLES diet","FUP1","HLES",5,"X108","78481_","X16934129"
78497,"78497_precision_1_arm_1","Precision 1",16659415,148,7,2,"2022-03-22","2013-10-03",8.45386192754614,11.79340162,"Mature","Medium",1,1,1,186,NA,1,46.5280555555556,11.4,17,"Division 9: Pacific","WA",98144,"FUP1","FUP1 diet","FUP2","FUP1",5,"X148","78497_","X16659415"
78615,"78615_precision_1_arm_1","Precision 1",16907024,81,10,3,"2022-04-14","2007-07-09",14.745044429255,13.743848811,"Senior","Medium",1,1,2,49,81,0,26.4627777777778,18.8,16,"Division 8: Mountain","NM",87113,"FUP1","FUP1 diet",NA,"FUP1",NA,"X81","78615_","X16907024"
78637,"78637_precision_1_arm_1","Precision 1",20284907,61,23,5,"2022-12-05","2015-09-01",7.2509683299157,39.326458479,"Mature","Large",1,1,1,40,NA,1,51.8130555555556,20.3,12,"Division 3: East North Central","IN",46220,"FUP2","FUP2 comp","FUP2","FUP2",5,"X61","78637_","X20284907"
78743,"78743_precision_1_arm_1","Precision 1",16831466,89,10,3,"2022-04-07","2018-06-09",3.82228298017772,15.87573295,"Mature","Medium",0,1,1,137,NA,1,23.3577777777778,10.6,18,"Division 1: New England","MA",2360,"FUP1","FUP1 diet",NA,"FUP1",5,"X89","78743_","X16831466"
78781,"78781_precision_1_arm_1","Precision 1",20811293,111,24,5,"2023-01-13","2019-11-11",3.16883116883117,38.827506872,"Mature","Large",1,1,2,115,153,2,96.3005555555556,14.2,17,"Division 5: South Atlantic","MD",21231,"FUP2","FUP1 diet",NA,"FUP1",5,"X111","78781_","X20811293"
78931,"78931_precision_1_arm_1","Precision 1",16398016,33,8,3,"2022-03-07","2019-06-28",2.68774208247892,11.33980925,"Young","Medium",0,1,2,215,114,0,29.8825,13,14,"Division 1: New England","ME",4684,"FUP1","FUP1 diet","FUP2","FUP1",5,"X33","78931_","X16398016"
79124,"79124_precision_1_arm_1","Precision 1",18204107,78,15,4,"2022-07-18","2019-05-04",3.20164046479836,47.17360648,"Young","Giant",1,1,1,124,NA,0,29.7216666666667,23.3,12,"Division 3: East North Central","IN",47992,"FUP1","HLES diet",NA,"HLES",5,"X78","79124_","X18204107"
79210,"79210_precision_1_arm_1","Precision 1",19577846,37,22,5,"2022-10-31","2018-06-05",4.39917976760082,14.605674314,"Mature","Toy",0,1,1,226,NA,0,26.0886111111111,16.3,12,"Division 5: South Atlantic","SC",29707,"FUP1","FUP1 diet","FUP2","FUP1",5,"X37","79210_","X19577846"
79286,"79286_precision_1_arm_1","Precision 1",15960973,109,6,2,"2022-01-26","2014-12-23",7.08407382091593,27.2155422,"Mature","Standard",1,1,1,242,NA,0,23.7625,13.6,6,"Division 7: West South Central","TX",77008,"FUP1","FUP1 diet","FUP2","FUP1",5,"X109","79286_","X15960973"
79351,"79351_precision_1_arm_1","Precision 1",18241352,61,15,4,"2022-07-19","2016-10-05",5.77717019822283,31.842184374,"Mature","Large",0,1,1,120,NA,0,22.2711111111111,22.9,20,"Division 7: West South Central","TX",77024,"FUP1","FUP1 diet",NA,"FUP1",NA,"X61","79351_","X18241352"
79732,"79732_precision_1_arm_1","Precision 1",17324078,312,21,4,"2022-05-16","2019-02-28",3.20699475962634,36.2873896,"Young","Large",1,1,1,109,NA,1,26.9966666666667,21,15,"Division 3: East North Central","IL",60525,"FUP1","FUP1 diet","FUP2","HLES",5,"X312","79732_","X17324078"
79817,"79817_precision_1_arm_1","Precision 1",18258050,66,15,4,"2022-07-20","2019-09-02",2.87628161312372,27.66913457,"Young","Large",0,1,1,120,NA,0,24.7247222222222,24.5,17,"Division 7: West South Central","TX",79106,"FUP1","FUP1 diet","FUP2","FUP1",NA,"X66","79817_","X18258050"
79839,"79839_precision_1_arm_1","Precision 1",17706866,176,12,3,"2022-06-06","2018-06-02",4.00546821599453,27.66913457,"Mature","Standard",0,1,2,82,114,0,22.3177777777778,15.6,15,"Division 9: Pacific","WA",98221,"FUP1","FUP1 diet","FUP2","FUP1",3,"X176","79839_","X17706866"
79841,"79841_precision_1_arm_1","Precision 1",18236627,51,15,4,"2022-07-19","2017-02-15",5.41341991341991,45.359237,"Mature","Giant",1,1,1,50,NA,0,26.5222222222222,21.9,12,"Division 5: South Atlantic","MD",20815,"FUP1","FUP1 diet","FUP2","FUP1",NA,"X51","79841_","X18236627"
79910,"79910_precision_1_arm_1","Precision 1",17224088,139,11,3,"2022-05-09","2017-05-06",5.00068352699932,15.87573295,"Mature","Medium",0,1,1,46,NA,1,25.7975,21.3,14,"Division 5: South Atlantic","VA",20111,"FUP1","FUP1 diet","FUP2","FUP1",5,"X139","79910_","X17224088"
80099,"80099_precision_1_arm_1","Precision 1",17098571,158,11,3,"2022-04-26","2015-06-01",6.89268626110731,7.25747792,"Mature","Toy",1,1,1,174,NA,0,50.1933333333333,9.7,12,"Division 1: New England","MA",2115,"FUP1","FUP1 diet","FUP2","FUP1",5,"X158","80099_","X17098571"
80300,"80300_precision_1_arm_1","Precision 1",17908901,14,14,4,"2022-06-23","2018-05-15",4.10116199589884,8.436818082,"Mature","Toy",1,1,2,167,168,0,23.0783333333333,21.3,19,"Division 2: Middle Atlantic","NY",13440,"HLES","HLES diet","FUP1","HLES",NA,"X14","80300_","X17908901"
80380,"80380_precision_1_arm_1","Precision 1",15947464,78,5,2,"2022-01-25","2008-08-29",13.3890407837776,32.295776744,"Senior","Large",1,1,1,153,NA,0,25.4730555555556,11.8,14,"Division 9: Pacific","CA",92069,"FUP1","FUP1 diet","FUP2","FUP1",6,"X78","80380_","X15947464"
80495,"80495_precision_1_arm_1","Precision 1",18618635,121,17,4,"2022-08-16","2019-01-15",3.5788334472545,5.89670081,"Mature","Toy",1,1,2,7,74,0,50.9130555555556,26.5,12,"Division 3: East North Central","IL",60439,"FUP1","FUP1 diet","FUP2","FUP1",NA,"X121","80495_","X18618635"
80753,"80753_precision_1_arm_1","Precision 1",18254024,58,15,4,"2022-07-20","2012-03-01",10.370357712463,4.5359237,"Mature","Toy",1,1,2,210,74,2,25.2930555555556,22.9,13,"Division 4: West North Central","NE",68505,"HLES","HLES diet","FUP2","HLES",NA,"X58","80753_","X18254024"
80959,"80959_precision_1_arm_1","Precision 1",16130854,136,7,2,"2022-02-08","2018-08-29",3.44235588972431,5.44310844,"Mature","Toy",0,1,2,228,196,1,72.9594444444444,19.2,15,"Division 9: Pacific","CA",92026,"FUP1","FUP1 diet","FUP2","FUP1",5,"X136","80959_","X16130854"
81218,"81218_precision_1_arm_1","Precision 1",18817766,170,18,4,"2022-09-01","2019-12-26",2.67931191615402,32.65865064,"Young","Large",1,1,1,51,NA,0,26.6858333333333,15.1,12,"Division 3: East North Central","OH",43615,"FUP1","FUP1 diet","FUP2","FUP1",5,"X170","81218_","X18817766"
81276,"81276_precision_1_arm_1","Precision 1",17706959,199,12,3,"2022-06-06","2019-02-28",3.26441102756892,43.09127515,"Young","Large",1,1,1,120,NA,0,25.1325,21.5,12,"Division 9: Pacific","CA",93428,"FUP1","FUP1 diet","FUP2","FUP1",6,"X199","81276_","X17706959"
81279,"81279_precision_1_arm_1","Precision 1",16901912,107,10,3,"2022-04-13","2019-08-23",2.63568010936432,4.98951607,"Young","Toy",1,1,2,87,74,3,29.8925,18.4,12,"Division 6: East South Central","KY",40517,"FUP1","FUP1 diet","FUP2","FUP1",6,"X107","81279_","X16901912"
81582,"81582_precision_1_arm_1","Precision 1",18132026,43,15,4,"2022-07-12","2019-10-24",2.71223513328776,54.4310844,"Puppy","Giant",1,1,1,123,NA,1,26.3936111111111,20.8,15,"Division 4: West North Central","KS",66049,"HLES","HLES diet","FUP2","HLES",NA,"X43","81582_","X18132026"
81603,"81603_precision_1_arm_1","Precision 1",16708918,55,9,3,"2022-03-28","2018-08-29",3.57347915242652,11.79340162,"Young","Medium",1,1,2,16,999,1,29.8305555555556,17.6,16,"Division 2: Middle Atlantic","NY",12522,"HLES","HLES diet","FUP2","HLES",NA,"X55","81603_","X16708918"
82003,"82003_precision_1_arm_1","Precision 1",20528021,60,23,5,"2022-12-22","2013-06-24",9.48200045568467,23.858958662,"Mature","Standard",0,1,2,77,114,0,145.981111111111,9.4,0,"Division 5: South Atlantic","NC",27707,"FUP2","FUP2 comp","FUP2","FUP2",5,"X60","82003_","X20528021"
82028,"82028_precision_1_arm_1","Precision 1",21025246,106,24,5,"2023-01-25","2008-08-29",14.3869902027797,15.87573295,"Senior","Medium",0,1,2,78,16,1,24.9352777777778,7.4,12,"Division 7: West South Central","TX",79605,"FUP2","FUP2 comp","FUP2","HLES",5,"X106","82028_","X21025246"
82284,"82284_precision_1_arm_1","Precision 1",19040189,212,19,4,"2022-09-15","2015-09-09",7.00751879699248,19.95806428,"Mature","Medium",0,1,2,268,999,0,25.4883333333333,21.1,14,"Division 5: South Atlantic","NC",28556,"FUP1","FUP1 diet","FUP2","FUP1",3,"X212","82284_","X19040189"
82333,"82333_precision_1_arm_1","Precision 1",19886183,30,22,5,"2022-11-14","2020-02-01",2.78058783321941,24.584706454,"Young","Large",0,1,1,120,NA,0,48.5816666666667,14.4,13,"Division 8: Mountain","CO",80033,"FUP2","FUP2 comp","FUP2","FUP2",5,"X30","82333_","X19886183"
82356,"82356_precision_1_arm_1","Precision 1",16878356,85,10,3,"2022-04-12","2019-11-15",2.40316700843017,18.1436948,"Young","Medium",0,1,2,11,268,0,29.3705555555556,21.3,15,"Division 4: West North Central","MO",63069,"FUP1","FUP1 diet","FUP2","FUP1",4,"X85","82356_","X16878356"
82456,"82456_precision_1_arm_1","Precision 1",20396267,42,23,5,"2022-12-15","2009-09-29",13.1921850079745,42.864478965,"Senior","Large",0,1,1,120,NA,0,22.7511111111111,12.1,15,"Division 4: West North Central","MN",55104,"FUP2","FUP2 comp","FUP2","FUP2",7,"X42","82456_","X20396267"
82483,"82483_precision_1_arm_1","Precision 1",19556747,40,22,5,"2022-10-28","2019-11-24",2.92264752791069,28.57631931,"Young","Large",1,0,1,153,NA,0,71.895,12.4,18,"Division 2: Middle Atlantic","NJ",7840,"FUP1","FUP1 diet","FUP2","FUP1",5,"X40","82483_","X19556747"
82486,"82486_precision_1_arm_1","Precision 1",14763634,32,4,2,"2021-10-05","2012-05-15",9.37799043062201,53.52389966,"Mature","Large",0,1,1,212,NA,0,43.7616666666667,21.4,20,"Division 2: Middle Atlantic","PA",19128,"HLES","HLES diet","FUP2","HLES",NA,"X32","82486_","X14763634"
82550,"82550_precision_1_arm_1","Precision 1",16096261,139,7,2,"2022-02-08","2018-09-15",3.39587605377079,29.93709642,"Young","Large",1,1,1,126,NA,3,30.3922222222222,10.4,15,"Division 3: East North Central","OH",43112,"FUP1","FUP1 diet","FUP2","FUP1",NA,"X139","82550_","X16096261"
82567,"82567_precision_1_arm_1","Precision 1",17025482,125,11,3,"2022-04-25","2019-01-01",3.30815675552518,6.713167076,"Young","Toy",1,1,2,196,999,1,23.8552777777778,17.4,14,"Division 8: Mountain","UT",84084,"FUP1","FUP1 diet","FUP2","FUP1",NA,"X125","82567_","X17025482"
82722,"82722_precision_1_arm_1","Precision 1",17912996,38,14,4,"2022-06-23","2020-03-15",2.26930963773069,17.69010243,"Young","Toy",0,1,1,18,NA,0,26.6616666666667,22.8,12,"Division 3: East North Central","OH",44138,"FUP1","FUP1 diet",NA,"FUP1",NA,"X38","82722_","X17912996"
82738,"82738_precision_1_arm_1","Precision 1",18236732,76,15,4,"2022-07-19","2018-12-15",3.5870357712463,42.18409041,"Young","Giant",0,1,1,37,NA,0,25.3938888888889,22.8,12,"Division 2: Middle Atlantic","NJ",7480,"FUP1","FUP1 diet","FUP2","FUP1",NA,"X76","82738_","X18236732"
82836,"82836_precision_1_arm_1","Precision 1",16193908,8,8,3,"2022-02-16","2020-05-15",1.75541125541126,18.1436948,"Young","Medium",1,1,2,46,18,0,28.0030555555556,11.6,16,"Division 4: West North Central","MN",55720,"FUP1","HLES diet",NA,"HLES",NA,"X8","82836_","X16193908"
82951,"82951_precision_1_arm_1","Precision 1",18547010,137,17,4,"2022-08-11","2018-03-05",4.42914103440419,4.98951607,"Mature","Toy",1,1,1,87,NA,0,23.7419444444444,24.4,17,"Division 2: Middle Atlantic","NJ",8858,"FUP1","FUP1 diet","FUP2","FUP1",5,"X137","82951_","X18547010"
83095,"83095_precision_1_arm_1","Precision 1",15959920,106,6,2,"2022-01-25","2016-01-10",6.03417634996582,22.6796185,"Mature","Standard",0,1,1,60,NA,0,46.8894444444444,12.8,18,"Division 9: Pacific","WA",98631,"FUP1","FUP1 diet","FUP2","FUP1",NA,"X106","83095_","X15959920"
83123,"83123_precision_1_arm_1","Precision 1",17719862,198,12,3,"2022-06-07","2018-02-15",4.3006379585327,23.13321087,"Mature","Standard",1,1,1,101,NA,0,26.0255555555556,23.1,12,"Division 5: South Atlantic","MD",20817,"FUP1","FUP1 diet","FUP2","FUP1",NA,"X198","83123_","X17719862"
83318,"83318_precision_1_arm_1","Precision 1",18243344,71,15,4,"2022-07-18","2017-02-01",5.44896331738437,17.69010243,"Mature","Medium",0,1,2,16,999,0,45.4088888888889,23.5,14,"Division 9: Pacific","CA",91602,"FUP1","FUP1 diet","FUP2","FUP1",NA,"X71","83318_","X18243344"
83531,"83531_precision_1_arm_1","Precision 1",16622371,135,7,2,"2022-03-21","2009-05-09",12.8475734791524,37.19457434,"Senior","Large",0,1,2,153,12,1,25.6591666666667,13.2,15,"Division 8: Mountain","WY",82604,"FUP1","FUP1 diet",NA,"FUP1",6,"X135","83531_","X16622371"
83554,"83554_precision_1_arm_1","Precision 1",15898942,53,5,2,"2022-01-20","2020-01-03",2.04511278195489,20.86524902,"Young","Medium",1,1,2,153,195,0,25.315,12.7,13,"Division 9: Pacific","WA",98146,"FUP1","FUP1 diet","FUP2","FUP1",5,"X53","83554_","X15898942"
83734,"83734_precision_1_arm_1","Precision 1",16359685,11,8,3,"2022-03-03","2018-12-07",3.23171565276828,99.7903214,"Young","Giant",1,1,1,139,NA,2,100.698055555556,21.1,14,"Division 3: East North Central","IN",46766,"FUP1","FUP1 diet","FUP2","FUP1",NA,"X11","83734_","X16359685"
83855,"83855_precision_1_arm_1","Precision 1",16801349,74,9,3,"2022-04-05","2019-12-15",2.30200501253133,6.939963261,"Young","Toy",1,0,1,174,NA,0,25.3725,19.5,15,"Division 5: South Atlantic","FL",34450,"FUP1","FUP1 diet","FUP2","FUP1",NA,"X74","83855_","X16801349"
83894,"83894_precision_1_arm_1","Precision 1",17242562,167,12,3,"2022-05-10","2019-12-08",2.4168375484165,5.805982336,"Young","Toy",0,1,1,228,NA,0,27.8819444444444,24.8,14,"Division 3: East North Central","IL",60304,"FUP1","FUP1 diet","FUP2","FUP1",5,"X167","83894_","X17242562"
83922,"83922_precision_1_arm_1","Precision 1",18896360,194,18,4,"2022-09-06","2020-05-15",2.30758714969241,5.89670081,"Young","Toy",1,1,1,75,NA,0,18.8625,15,7,"Division 9: Pacific","OR",97089,"FUP1","HLES diet","FUP2","HLES",NA,"X194","83922_","X18896360"
